Date,Open,High,Low,Close,Volume,Adj Close
2008-08-06,38.939999,39.93,38.939999,39.209999,3680700,37.311254
2008-08-05,40.200001,40.259998,38.43,38.59,5147300,36.721279
2008-08-04,42.009998,42.610001,40.290001,40.849998,6436200,38.871837
2008-08-01,43.200001,44.060001,42.00,42.400002,3886000,40.346781
2008-07-31,44.360001,44.419998,43.290001,43.48,2290800,41.37448
2008-07-30,42.50,43.470001,41.720001,43.189999,5464500,41.098522
2008-07-29,44.549999,44.549999,43.169998,43.669998,3156000,41.555278
2008-07-28,44.630001,45.470001,44.00,44.610001,2224300,42.44976
2008-07-25,44.32,44.709999,43.34,44.259998,2446900,42.116707
2008-07-24,44.66,44.919998,43.310001,44.009998,3448300,41.878813
2008-07-23,46.720001,46.75,44.310001,44.57,4433700,42.411697
2008-07-22,48.900002,49.00,46.619999,47.00,2508000,44.724024
2008-07-21,48.169998,48.689999,47.25,48.689999,1699400,46.332185
2008-07-18,47.330002,48.110001,47.07,47.549999,1331500,45.24739
2008-07-17,48.209999,49.599998,47.150002,47.549999,2893400,45.24739
2008-07-16,49.919998,49.919998,47.869999,48.57,2379000,46.217997
2008-07-15,51.439999,51.84,48.91,49.599998,5033500,47.198118
2008-07-14,49.150002,50.939999,48.599998,50.84,2378700,48.378072
2008-07-11,47.959999,49.09,47.959999,48.709999,4021200,46.351216
2008-07-10,46.009998,47.099998,45.860001,46.669998,1885200,44.410003
2008-07-09,45.630001,47.049999,45.330002,45.360001,1883900,43.163442
2008-07-08,45.880001,45.880001,44.799999,45.549999,2949800,43.34424
2008-07-07,46.080002,46.599998,45.689999,46.25,1763500,44.010343
2008-07-03,47.84,47.84,46.43,47.07,1658800,44.790634
2008-07-02,49.50,49.50,47.98,48.139999,1783200,45.808819
2008-07-01,49.07,50.09,48.799999,49.529999,3006900,47.131508
2008-06-30,48.110001,49.169998,47.09,48.59,2067900,46.237028
2008-06-27,47.080002,48.700001,47.040001,48.290001,3392500,45.951557
2008-06-26,45.00,46.52,45.00,46.419998,3895200,44.172109
2008-06-25,43.990002,44.139999,42.790001,43.880001,2043300,41.755111
2008-06-24,44.220001,44.650002,43.849998,44.060001,1006800,41.926395
2008-06-23,43.080002,44.279999,42.869999,44.279999,1889000,42.135739
2008-06-20,44.049999,44.57,43.470001,43.84,2477800,41.717047
2008-06-19,44.75,45.110001,43.830002,44.049999,1767500,41.916877
2008-06-18,44.200001,44.41,43.799999,44.279999,1119000,42.135739
2008-06-17,43.59,44.389999,43.59,44.040001,866700,41.907363
2008-06-16,44.23,44.509998,43.57,43.650002,1048500,41.536249
2008-06-13,42.860001,43.259998,42.720001,43.150002,1303300,41.060462
2008-06-12,43.419998,43.459999,42.700001,43.18,2248900,41.089008
2008-06-11,44.549999,44.779999,44.009998,44.110001,1351000,41.973973
2008-06-10,45.689999,45.880001,44.040001,44.209999,3007500,42.069129
2008-06-09,46.639999,47.130001,46.27,46.650002,1169400,44.390974
2008-06-06,46.189999,47.25,46.189999,46.689999,1915200,44.429035
2008-06-05,44.41,45.830002,44.299999,45.790001,1560500,43.572619
2008-06-04,45.560001,45.59,44.599998,44.68,1528000,42.51637
2008-06-03,45.689999,46.610001,45.41,45.450001,1336800,43.249084
2008-06-02,46.00,46.75,45.950001,46.41,940100,44.162595
2008-05-30,45.59,46.139999,45.549999,46.02,1099900,43.791481
2008-05-29,45.849998,46.119999,45.130001,45.25,1856500,43.058768
2008-05-28,45.799999,46.98,45.59,46.959999,1478200,44.68596
2008-05-27,46.880001,47.139999,46.150002,46.439999,1977100,44.191141
2008-05-23,48.439999,48.830002,47.75,47.75,1630700,45.437705
2008-05-22,48.610001,49.07,47.619999,48.18,2708200,45.846883
2008-05-21,48.84,49.82,48.580002,48.700001,3507300,46.341702
2008-05-20,47.790001,48.849998,47.790001,48.720001,2474600,46.360734
2008-05-19,47.830002,48.16,47.25,47.560001,2845600,45.256907
2008-05-16,47.00,47.540001,46.849998,47.32,3520000,45.028528
2008-05-15,45.509998,46.360001,45.43,46.209999,2346100,43.972279
2008-05-14,45.290001,45.73,44.650002,44.68,1036800,42.51637
2008-05-13,45.310001,45.759998,44.669998,45.349998,1567700,43.153924
2008-05-12,45.990002,46.490002,45.41,45.98,2279100,43.753417
2008-05-09,46.439999,46.59,45.00,45.959999,2583600,43.734385
2008-05-08,44.880001,46.099998,44.880001,46.080002,2832200,43.848577
2008-05-07,44.439999,44.889999,44.16,44.490002,1128000,42.335573
2008-05-06,44.279999,45.32,44.279999,45.189999,1976200,43.001672
2008-05-05,43.84,44.27,43.630001,44.099998,1812700,41.964455
2008-05-02,42.709999,43.580002,42.66,43.18,1730000,41.089008
2008-05-01,42.75,43.049999,41.610001,42.650002,5422100,40.584674
2008-04-30,42.799999,43.779999,42.439999,43.599998,3816200,41.488668
2008-04-29,43.619999,43.630001,42.169998,42.529999,4684500,40.470483
2008-04-28,45.279999,45.900002,44.310001,44.310001,1800900,42.164289
2008-04-25,44.830002,45.330002,44.380001,45.330002,2262000,43.134896
2008-04-24,45.900002,45.900002,44.169998,44.310001,4098500,42.164289
2008-04-23,47.349998,47.450001,46.080002,46.25,2760100,44.010343
2008-04-22,48.369999,49.23,47.970001,48.130001,1737200,45.799305
2008-04-21,49.599998,49.639999,48.220001,48.720001,1842800,46.360734
2008-04-18,49.50,49.700001,48.82,49.299999,2945600,46.912646
2008-04-17,51.119999,51.259998,50.389999,50.810001,1292300,48.349526
2008-04-16,49.919998,51.450001,49.919998,51.43,2944600,48.939502
2008-04-15,48.68,49.099998,48.560001,49.099998,1178600,46.72233
2008-04-14,48.130001,48.740002,47.939999,48.00,1131900,45.675599
2008-04-11,49.09,49.220001,48.080002,48.220001,1558100,45.884947
2008-04-10,49.450001,49.75,48.400002,49.029999,1645400,46.65572
2008-04-09,48.330002,49.50,48.27,49.349998,2108700,46.960224
2008-04-08,48.41,49.00,48.139999,48.43,1390900,46.084777
2008-04-07,49.27,50.25,48.959999,49.150002,1756500,46.769912
2008-04-04,48.50,49.119999,48.470001,48.91,1878000,46.541532
2008-04-03,48.09,48.889999,47.880001,48.540001,1702600,46.18945
2008-04-02,46.689999,48.389999,46.549999,48.380001,2359300,46.037199
2008-04-01,46.650002,46.650002,45.529999,46.389999,3567100,44.143563
2008-03-31,49.099998,49.41,47.139999,47.700001,2756200,45.390127
2008-03-28,48.970001,49.169998,48.009998,49.080002,1735600,46.703302
2008-03-27,49.950001,49.950001,48.860001,49.360001,2730400,46.969742
2008-03-26,49.43,50.130001,49.34,49.900002,4326800,47.483593
2008-03-25,47.73,49.060001,47.720001,49.040001,2852600,46.665238
2008-03-24,47.799999,48.419998,46.73,46.970001,4141100,44.695478
2008-03-20,47.549999,48.099998,46.07,47.779999,6026300,45.466251
2008-03-19,51.619999,51.68,48.740002,49.369999,6715900,46.979256
2008-03-18,55.299999,55.490002,52.119999,52.389999,4391000,49.853013
2008-03-17,55.490002,56.740002,54.040001,54.970001,4293000,52.308078
2008-03-14,55.889999,56.869999,55.189999,56.419998,4181300,53.687859
2008-03-13,54.290001,56.049999,54.27,56.049999,3685500,53.335777
2008-03-12,53.700001,54.009998,53.080002,53.650002,2443600,51.051999
2008-03-11,52.439999,53.560001,51.68,53.560001,3226100,50.966357
2008-03-10,52.330002,52.720001,51.209999,51.419998,5252300,48.929984
2008-03-07,54.919998,54.919998,52.82,53.450001,4223000,50.861683
2008-03-06,54.700001,55.060001,53.82,54.779999,3740000,52.127276
2008-03-05,53.450001,54.950001,53.310001,54.689999,4219700,52.041634
2008-03-04,55.150002,55.200001,51.959999,52.75,7694100,50.19558
2008-03-03,54.049999,54.919998,53.790001,54.619999,6082600,51.975024
2008-02-29,54.00,54.119999,52.639999,53.119999,5461000,50.547662
2008-02-28,53.169998,54.400002,53.169998,54.380001,5439400,51.746648
2008-02-27,52.740002,53.77,52.599998,53.16,5624100,50.585726
2008-02-26,50.709999,52.220001,50.580002,52.029999,6042200,49.510445
2008-02-25,50.82,51.189999,49.759998,50.939999,5111800,48.473228
2008-02-22,51.189999,51.189999,49.490002,50.880001,5110100,48.416136
2008-02-21,51.419998,52.200001,50.639999,50.790001,8028900,48.330494
2008-02-20,49.130001,50.950001,49.00,50.950001,6070200,48.482746
2008-02-19,48.869999,49.779999,48.68,49.599998,5005200,47.198118
2008-02-15,47.48,48.080002,46.759998,47.75,4141500,45.437705
2008-02-14,47.73,48.09,47.23,47.490002,4326200,45.190297
2008-02-13,47.00,47.810001,46.560001,47.759998,4449000,45.44722
2008-02-12,48.599998,48.950001,46.799999,46.889999,4651000,44.61935
2008-02-11,48.619999,48.919998,47.48,48.650002,4430800,46.294124
2008-02-08,47.060001,48.68,47.00,48.540001,4605900,46.18945
2008-02-07,46.849998,47.389999,46.349998,46.860001,4785400,44.590804
2008-02-06,47.32,48.049999,46.84,46.900002,4549400,44.628868
2008-02-05,47.080002,47.310001,46.400002,46.75,5774600,44.48613
2008-02-04,49.00,49.00,47.810001,48.150002,4153700,45.818337
2008-02-01,50.540001,50.93,48.889999,49.150002,3315900,46.769912
2008-01-31,50.52,50.869999,49.82,50.349998,2790800,47.911799
2008-01-30,50.639999,52.169998,50.220001,51.049999,4030000,48.577902
2008-01-29,51.59,51.59,50.57,50.700001,3199800,48.244852
2008-01-28,50.830002,51.380001,49.93,51.209999,4157000,48.730154
2008-01-25,50.93,51.959999,50.25,50.419998,4283100,47.978409
2008-01-24,49.93,50.889999,49.849998,50.349998,3635900,47.911799
2008-01-23,48.560001,49.470001,46.27,48.189999,3998100,45.856397
2008-01-22,45.470001,49.50,44.849998,49.50,6123900,47.102962
2008-01-18,48.470001,48.950001,46.470001,48.34,3697800,45.999135
2008-01-17,49.77,50.400002,47.77,47.91,4064300,45.589957
2008-01-16,50.290001,50.869999,48.25,48.830002,5080200,46.465408
2008-01-15,53.07,53.59,51.00,51.209999,4602200,48.730154
2008-01-14,54.029999,54.23,53.09,53.32,6214000,50.737978
2008-01-11,52.00,53.200001,51.799999,52.419998,3736400,49.881559
2008-01-10,50.860001,52.459999,50.349998,52.02,3529200,49.500931
2008-01-09,50.810001,51.189999,50.16,51.130001,4724100,48.65403
2008-01-08,50.740002,51.98,50.599998,50.799999,4603800,48.340008
2008-01-07,49.810001,50.279999,48.52,49.060001,2859300,46.68427
2008-01-04,50.279999,50.349998,49.279999,49.900002,2678500,47.483593
2008-01-03,49.349998,51.18,49.099998,50.740002,3871200,48.282916
2008-01-02,46.689999,49.27,46.689999,49.240002,3385300,46.855554
