Date,Open,High,Low,Close,Volume,Adj Close
2009-08-19,37.459999,38.580002,37.110001,38.240002,5892600,36.388229
2009-08-18,37.529999,38.139999,37.50,37.869999,4268600,36.036144
2009-08-17,37.560001,37.810001,36.990002,37.299999,7318700,35.493746
2009-08-14,40.16,40.200001,38.799999,39.209999,4969200,37.311254
2009-08-13,39.900002,40.150002,39.279999,39.880001,6098300,37.948811
2009-08-12,38.32,39.209999,38.220001,38.790001,3485200,36.911594
2009-08-11,38.950001,39.049999,38.369999,38.43,5056900,36.569027
2009-08-10,39.32,39.459999,38.919998,39.099998,3379200,37.20658
2009-08-07,40.720001,41.00,39.900002,39.98,4095900,38.043967
2009-08-06,41.330002,41.400002,40.290001,40.849998,5332000,38.871837
2009-08-05,41.150002,41.34,40.080002,40.950001,4436100,38.966996
2009-08-04,40.700001,41.869999,40.34,41.080002,4939600,39.090702
2009-08-03,40.720001,41.25,40.470001,40.77,7058400,38.795712
2009-07-31,38.290001,40.049999,38.09,39.77,5305800,37.844137
2009-07-30,38.09,38.580002,37.970001,38.16,5209700,36.312101
2009-07-29,37.740002,37.860001,37.02,37.18,6151800,35.379558
2009-07-28,38.779999,38.98,37.349998,38.349998,7435600,36.492899
2009-07-27,40.310001,40.459999,39.669998,39.849998,3709900,37.920262
2009-07-24,39.810001,40.439999,39.740002,39.900002,3454100,37.967843
2009-07-23,39.549999,40.689999,39.439999,39.959999,5418300,38.024935
2009-07-22,39.50,40.349998,39.130001,39.77,5225900,37.844137
2009-07-21,40.689999,40.689999,38.849998,39.740002,6574700,37.815591
2009-07-20,39.950001,40.299999,39.52,40.23,6699500,38.281861
2009-07-17,38.400002,38.939999,38.110001,38.639999,3814700,36.768857
2009-07-16,38.00,38.599998,37.66,38.330002,3940200,36.473871
2009-07-15,38.099998,38.610001,38.040001,38.290001,6690700,36.435807
2009-07-14,36.490002,36.810001,36.189999,36.759998,5434700,34.979895
2009-07-13,35.009998,35.93,34.049999,35.93,5147500,34.190089
2009-07-10,34.810001,35.580002,34.580002,35.139999,4228100,33.438344
2009-07-09,35.639999,36.50,35.259998,35.310001,4610400,33.600114
2009-07-08,36.299999,36.580002,34.450001,35.189999,11077700,33.485922
2009-07-07,36.91,37.400002,36.50,36.509998,5481700,34.742001
2009-07-06,36.950001,37.209999,36.18,36.939999,6927900,35.151178
2009-07-02,38.299999,38.470001,37.720001,38.310001,3867400,36.454839
2009-07-01,38.700001,39.919998,38.599998,39.41,5890300,37.50157
2009-06-30,39.150002,39.349998,37.630001,37.810001,5487600,35.979051
2009-06-29,39.50,39.709999,38.860001,39.150002,4046600,37.254162
2009-06-26,40.25,40.259998,39.130001,39.200001,5540900,37.30174
2009-06-25,38.50,40.00,38.299999,39.990002,6125500,38.053485
2009-06-24,38.16,38.709999,37.75,38.490002,7890100,36.626123
2009-06-23,36.18,37.330002,35.459999,37.330002,8370100,35.522296
2009-06-22,37.400002,37.400002,35.650002,35.740002,10768600,34.009291
2009-06-19,37.709999,38.68,37.560001,38.389999,8648000,36.530963
2009-06-18,38.34,38.50,37.049999,37.200001,7646300,35.39859
2009-06-17,38.130001,38.43,37.130001,38.23,8442100,36.378711
2009-06-16,38.849998,39.240002,37.860001,38.369999,7023200,36.511931
2009-06-15,39.279999,39.380001,37.68,37.970001,8499000,36.131303
2009-06-12,39.990002,40.18,39.279999,39.540001,8795500,37.625276
2009-06-11,40.509998,41.709999,40.099998,40.919998,5545000,38.938446
2009-06-10,41.939999,42.00,40.310001,40.799999,5776600,38.824259
2009-06-09,42.080002,42.099998,40.900002,41.09,5323900,39.100216
2009-06-08,40.50,41.299999,39.849998,41.299999,9576700,39.300046
2009-06-05,42.25,43.25,40.82,41.330002,10246700,39.328596
2009-06-04,42.75,43.619999,42.34,43.509998,9864900,41.403026
2009-06-03,43.740002,43.830002,41.299999,42.16,10839900,40.118401
2009-06-02,43.77,44.889999,43.610001,44.549999,9135500,42.392665
2009-06-01,44.73,45.099998,43.389999,43.41,10206600,41.30787
2009-05-29,44.450001,45.00,43.700001,44.16,13002600,42.021551
2009-05-28,41.939999,43.41,41.939999,43.009998,8672200,40.927238
2009-05-27,41.91,42.439999,41.080002,41.220001,7127300,39.223922
2009-05-26,41.00,42.00,40.41,41.84,7286400,39.813897
2009-05-22,41.919998,42.720001,41.75,42.049999,9204600,40.013727
2009-05-21,40.50,41.68,39.459999,41.240002,9632100,39.242954
2009-05-20,39.330002,41.00,39.299999,40.470001,16040800,38.510241
2009-05-19,37.75,39.360001,37.48,38.43,7209900,36.569027
2009-05-18,37.619999,37.849998,36.540001,37.490002,4007300,35.674548
2009-05-15,38.130001,38.77,37.119999,37.650002,7719000,35.826799
2009-05-14,37.66,38.540001,36.900002,38.049999,5763300,36.207427
2009-05-13,38.599998,39.549999,37.619999,37.939999,10390900,36.102753
2009-05-12,37.950001,39.049999,37.790001,38.959999,8298600,37.07336
2009-05-11,37.07,37.639999,36.549999,37.310001,4986500,35.503264
2009-05-08,36.560001,37.849998,36.459999,37.459999,6460500,35.645998
2009-05-07,37.470001,37.799999,36.119999,36.549999,6784400,34.780065
2009-05-06,35.639999,36.860001,35.639999,36.860001,7867600,35.075054
2009-05-05,35.740002,35.849998,34.639999,34.779999,6769700,33.095777
2009-05-04,33.650002,35.049999,33.450001,35.029999,5966100,33.33367
2009-05-01,33.00,33.459999,32.68,33.040001,2971200,31.440038
2009-04-30,33.240002,33.43,32.720001,32.91,5921600,31.316332
2009-04-29,33.990002,34.369999,33.650002,33.889999,5773600,32.248876
2009-04-28,33.330002,33.740002,32.889999,33.110001,5191000,31.506648
2009-04-27,34.32,34.779999,33.84,34.369999,5867900,32.705631
2009-04-24,33.360001,34.860001,33.330002,34.650002,8218700,32.972075
2009-04-23,31.99,33.490002,31.59,32.740002,9615100,31.154566
2009-04-22,31.870001,32.299999,31.370001,31.60,6708900,30.06977
2009-04-21,32.849998,32.93,31.00,31.40,7639400,29.879454
2009-04-20,31.549999,32.700001,31.51,32.189999,8510700,30.631197
2009-04-17,31.950001,32.00,30.799999,30.969999,9359900,29.470277
2009-04-16,33.93,33.93,31.969999,32.279999,8860100,30.716839
2009-04-15,33.59,34.189999,33.48,33.889999,4718600,32.248876
2009-04-14,33.950001,34.150002,33.389999,33.689999,4602900,32.05856
2009-04-13,34.200001,34.349998,33.689999,33.77,6771100,32.134688
2009-04-09,33.450001,33.77,33.00,33.040001,4283100,31.440038
2009-04-08,34.18,34.240002,32.970001,33.529999,4742900,31.906308
2009-04-07,33.580002,34.259998,33.419998,33.43,5303800,31.811152
2009-04-06,33.400002,33.580002,32.619999,33.200001,8965800,31.59229
2009-04-03,36.799999,37.049999,34.25,34.869999,10506200,33.181419
2009-04-02,37.540001,37.759998,36.310001,37.099998,7861900,35.30343
2009-04-01,37.77,38.68,37.439999,38.599998,5278700,36.730793
2009-03-31,36.82,37.43,35.970001,36.880001,4479500,35.094086
2009-03-30,35.970001,37.459999,35.759998,36.400002,6869100,34.637331
2009-03-27,37.509998,37.599998,36.59,37.00,4935300,35.208274
2009-03-26,38.93,38.93,37.880001,38.57,6279800,36.702247
2009-03-25,36.950001,38.490002,36.549999,38.470001,8568900,36.607091
2009-03-24,36.549999,37.650002,35.849998,36.860001,9658100,35.075054
2009-03-23,37.41,38.220001,37.200001,37.709999,8232500,35.883892
2009-03-20,36.799999,37.709999,36.450001,37.549999,12587100,35.73164
2009-03-19,36.290001,37.59,36.290001,37.459999,16878600,35.645998
2009-03-18,31.41,35.150002,30.620001,35.07,16924400,33.371734
2009-03-17,32.240002,32.470001,31.370001,31.85,5770900,30.307664
2009-03-16,32.66,33.09,32.330002,32.560001,5202400,30.983283
2009-03-13,33.189999,33.310001,32.380001,33.080002,5889600,31.478102
2009-03-12,31.85,32.68,31.389999,32.68,8909900,31.097471
2009-03-11,30.08,31.610001,29.870001,31.34,8957100,29.82236
2009-03-10,31.370001,31.389999,29.25,29.67,13630000,28.23323
2009-03-09,32.650002,32.66,31.18,31.549999,7637800,30.02219
2009-03-06,33.529999,34.029999,32.32,32.880001,10024500,31.287786
2009-03-05,31.50,33.060001,31.42,33.02,9317000,31.421006
2009-03-04,32.240002,32.450001,30.870001,31.40,7661700,29.879454
2009-03-03,31.00,32.18,29.92,31.68,10155400,30.145896
2009-03-02,33.560001,33.560001,30.75,31.09,11876500,29.584466
2009-02-27,33.919998,34.23,32.52,33.360001,10805900,31.744542
2009-02-26,32.630001,33.720001,32.189999,33.50,12759700,31.877762
2009-02-25,33.34,34.740002,32.84,32.900002,15972300,31.306818
2009-02-24,36.50,36.50,33.25,33.50,18752000,31.877762
2009-02-23,36.75,37.240002,35.639999,36.470001,23079700,34.703941
2009-02-20,36.73,37.639999,36.049999,37.029999,19549300,35.23682
2009-02-19,37.080002,37.299999,35.419998,35.639999,14361200,33.914132
2009-02-18,37.00,37.48,35.689999,37.369999,13202300,35.560356
2009-02-17,36.959999,37.799999,36.560001,37.00,19199000,35.208274
2009-02-13,36.00,36.200001,35.279999,35.68,6688300,33.952196
2009-02-12,36.240002,36.48,35.549999,36.48,14511100,34.713455
2009-02-11,34.490002,36.689999,34.16,36.330002,17253800,34.570721
2009-02-10,35.189999,35.490002,33.34,34.00,11841600,32.353549
2009-02-09,34.880001,35.150002,34.02,34.369999,6714800,32.705631
2009-02-06,34.419998,35.549999,34.139999,35.419998,9257600,33.704784
2009-02-05,34.900002,34.919998,34.040001,34.700001,11352400,33.019653
2009-02-04,33.700001,34.32,33.43,34.060001,7304400,32.410645
2009-02-03,33.400002,33.740002,32.560001,33.360001,9819200,31.744542
2009-02-02,33.349998,34.009998,32.50,32.900002,10268900,31.306818
2009-01-30,35.540001,35.549999,33.509998,34.23,11641400,32.572411
2009-01-29,32.32,34.50,32.00,34.400002,10768000,32.734181
2009-01-28,33.25,33.610001,32.330002,32.73,7382000,31.145049
2009-01-27,33.990002,34.099998,33.27,33.470001,6611700,31.849216
2009-01-26,35.240002,36.00,33.50,33.970001,11124400,32.325003
2009-01-23,32.27,34.669998,32.23,34.139999,12221500,32.486769
2009-01-22,31.48,32.169998,31.00,31.459999,4949200,29.936548
2009-01-21,30.90,31.76,29.940001,31.65,6469400,30.117348
2009-01-20,31.00,32.509998,30.68,30.879999,7953200,29.384635
2009-01-16,30.629999,31.01,29.440001,30.93,9829300,29.432214
2009-01-15,28.34,29.540001,27.15,29.129999,6393100,27.719378
2009-01-14,29.08,29.59,27.67,28.200001,5975100,26.834415
2009-01-13,28.969999,30.00,28.620001,29.52,8157700,28.090494
2009-01-12,30.190001,30.200001,28.700001,28.950001,5878100,27.548096
2009-01-09,31.59,32.110001,30.450001,31.309999,4483800,29.793812
2009-01-08,30.889999,31.790001,30.540001,31.790001,5023900,30.25057
2009-01-07,32.360001,32.360001,29.59,30.049999,6701100,28.594827
2009-01-06,31.83,33.259998,31.42,32.610001,8024000,31.030861
2009-01-05,31.959999,32.580002,31.35,31.74,7600000,30.20299
2009-01-02,33.509998,34.450001,33.18,33.32,4846500,31.706478
